"","gameId","playId","nflId","displayName","frameId","jerseyNumber","club","playDirection","y","x","s","a","dis","o","dir","event","ballCarrierId","ballCarrierDisplayName","playDescription","quarter","down","yardsToGo","possessionTeam","defensiveTeam","yardlineSide","yardlineNumber","gameClock","passResult","passLength","playResult","absoluteYardlineNumber","offenseFormation","defendersInTheBox","passProbability","preSnapHomeTeamWinProbability","preSnapVisitorTeamWinProbability","homeTeamWinProbabilityAdded","visitorTeamWinProbilityAdded","expectedPoints","expectedPointsAdded","ball_displayName","ball_x","ball_y","ball_s","ball_a","ball_dis","h_dist_from_ball","v_dist_from_ball","total_dist_from_ball","hcomp","vcomp","h_speed","v_speed"
"1",2022091800,2858,33131,"Calais Campbell",6,93,"BAL","left",89.35,23.65,2.63,0.32,0.29,4.79302319182683,4.31881723405997,"pass_outcome_caught",53435,"Jaylen Waddle","(:26) (Shotgun) T.Tagovailoa pass deep middle to J.Waddle to BLT 42 for 33 yards (J.Armour-Davis; G.Stone).",3,1,10,"MIA","BAL","MIA",25,"0:26","C",21,33,85,"SHOTGUN",6,0.57443434,0.986726115,0.013273885,-0.009449656,0.009449656,1.1765798,1.980209851,"football",20.8899993896484,65.0999984741211,3.00999999046326,0.46000000834465,1.05999994277954,2.7600006103516,24.2500015258789,24.4065601298968,-0.383489523534424,-0.923545226472066,-1.00857744689554,-2.42892394562153
"2",2022091800,2858,33131,"Calais Campbell",7,93,"BAL","left",89.07,23.53,2.76,0.28,0.3,4.93561659171476,4.33086000589873,NA,53435,"Jaylen Waddle","(:26) (Shotgun) T.Tagovailoa pass deep middle to J.Waddle to BLT 42 for 33 yards (J.Armour-Davis; G.Stone).",3,1,10,"MIA","BAL","MIA",25,"0:26","C",21,33,85,"SHOTGUN",6,0.57443434,0.986726115,0.013273885,-0.009449656,0.009449656,1.1765798,1.980209851,"football",21.0699996948242,64.870002746582,2.92000007629395,1.08000004291534,0.300000011920929,2.4600003051758,24.199997253418,24.3247090129955,-0.372339939831574,-0.928096422364735,-1.02765823393514,-2.56154612572667
"3",2022091800,2858,33131,"Calais Campbell",8,93,"BAL","left",88.78,23.42,2.88,0.39,0.31,4.98221688274301,4.33696865828071,NA,53435,"Jaylen Waddle","(:26) (Shotgun) T.Tagovailoa pass deep middle to J.Waddle to BLT 42 for 33 yards (J.Armour-Davis; G.Stone).",3,1,10,"MIA","BAL","MIA",25,"0:26","C",21,33,85,"SHOTGUN",6,0.57443434,0.986726115,0.013273885,-0.009449656,0.009449656,1.1765798,1.980209851,"football",21.2600002288818,64.6500015258789,2.8199999332428,1.24000000953674,0.28999999165535,2.1599997711182,24.1299984741211,24.2264819025032,-0.366663609641137,-0.93035358728009,-1.05599119576647,-2.67941833136666
"4",2022091800,2858,33131,"Calais Campbell",9,93,"BAL","left",88.47,23.29,3.05,0.38,0.34,4.71919576446747,4.3397611850839,NA,53435,"Jaylen Waddle","(:26) (Shotgun) T.Tagovailoa pass deep middle to J.Waddle to BLT 42 for 33 yards (J.Armour-Davis; G.Stone).",3,1,10,"MIA","BAL","MIA",25,"0:26","C",21,33,85,"SHOTGUN",6,0.57443434,0.986726115,0.013273885,-0.009449656,0.009449656,1.1765798,1.980209851,"football",21.4400005340576,64.4400024414062,2.72000002861023,1.22000002861023,0.280000001192093,1.8499994659424,24.0299975585938,24.1011053831564,-0.364064146030641,-0.9313738763649,-1.11039564539346,-2.84069032291294
"5",2022091800,2858,33131,"Calais Campbell",10,93,"BAL","left",88.16,23.17,3.13,0.53,0.34,4.63699075669853,4.33435066440272,NA,53435,"Jaylen Waddle","(:26) (Shotgun) T.Tagovailoa pass deep middle to J.Waddle to BLT 42 for 33 yards (J.Armour-Davis; G.Stone).",3,1,10,"MIA","BAL","MIA",25,"0:26","C",21,33,85,"SHOTGUN",6,0.57443434,0.986726115,0.013273885,-0.009449656,0.009449656,1.1765798,1.980209851,"football",21.6200008392334,64.2399978637695,2.66000008583069,1.02999997138977,0.270000010728836,1.5499991607666,23.9200021362305,23.9701689521715,-0.36909801031905,-0.929390477021644,-1.15527677229863,-2.90899219307774
"6",2022091800,2858,33131,"Calais Campbell",11,93,"BAL","left",87.83,23.05,3.24,0.22,0.35,4.83037323781951,4.35110582522186,NA,53435,"Jaylen Waddle","(:26) (Shotgun) T.Tagovailoa pass deep middle to J.Waddle to BLT 42 for 33 yards (J.Armour-Davis; G.Stone).",3,1,10,"MIA","BAL","MIA",25,"0:26","C",21,33,85,"SHOTGUN",6,0.57443434,0.986726115,0.013273885,-0.009449656,0.009449656,1.1765798,1.980209851,"football",21.8099994659424,64.0199966430664,2.9300000667572,0.0599999986588955,0.28999999165535,1.2400005340576,23.8100033569336,23.8422704703569,-0.353474843779257,-0.935444030829867,-1.14525849384479,-3.03083865988877
"7",2022091800,2858,33131,"Calais Campbell",12,93,"BAL","left",87.5,22.92,3.31,0.48,0.35,4.83037323781951,4.34691703501708,NA,53435,"Jaylen Waddle","(:26) (Shotgun) T.Tagovailoa pass deep middle to J.Waddle to BLT 42 for 33 yards (J.Armour-Davis; G.Stone).",3,1,10,"MIA","BAL","MIA",25,"0:26","C",21,33,85,"SHOTGUN",6,0.57443434,0.986726115,0.013273885,-0.009449656,0.009449656,1.1765798,1.980209851,"football",22.0100002288818,63.7799987792969,3.05999994277954,0.319999992847443,0.310000002384186,0.909999771118201,23.7200012207031,23.7374505264064,-0.357390110090314,-0.9339551965751,-1.18296126439894,-3.09139170066358
"8",2022091800,2858,33131,"Calais Campbell",13,93,"BAL","left",87.16,22.79,3.44,0.55,0.37,4.89826654572208,4.34831329841867,NA,53435,"Jaylen Waddle","(:26) (Shotgun) T.Tagovailoa pass deep middle to J.Waddle to BLT 42 for 33 yards (J.Armour-Davis; G.Stone).",3,1,10,"MIA","BAL","MIA",25,"0:26","C",21,33,85,"SHOTGUN",6,0.57443434,0.986726115,0.013273885,-0.009449656,0.009449656,1.1765798,1.980209851,"football",22.2099990844727,63.5200004577637,3.20000004768372,0.519999980926514,0.319999992847443,0.5800009155273,23.6399995422363,23.6471135536442,-0.35608571467917,-0.934453296747047,-1.22493485849634,-3.21451934080984
"9",2022091800,2858,33131,"Calais Campbell",14,93,"BAL","left",86.78,22.65,3.63,0.54,0.4,4.65671297724607,4.35354928617466,NA,53435,"Jaylen Waddle","(:26) (Shotgun) T.Tagovailoa pass deep middle to J.Waddle to BLT 42 for 33 yards (J.Armour-Davis; G.Stone).",3,1,10,"MIA","BAL","MIA",25,"0:26","C",21,33,85,"SHOTGUN",6,0.57443434,0.986726115,0.013273885,-0.009449656,0.009449656,1.1765798,1.980209851,"football",22.3999996185303,63.2299995422363,3.40000009536743,0.970000028610229,0.349999994039536,0.2500003814697,23.5500004577637,23.551327388311,-0.35118806988038,-0.936304939415409,-1.27481269366578,-3.39878693007794
"10",2022091800,2858,33131,"Calais Campbell",15,93,"BAL","left",86.42,22.52,3.67,0.73,0.38,4.59457925587507,4.35808714222984,NA,53435,"Jaylen Waddle","(:26) (Shotgun) T.Tagovailoa pass deep middle to J.Waddle to BLT 42 for 33 yards (J.Armour-Davis; G.Stone).",3,1,10,"MIA","BAL","MIA",25,"0:26","C",21,33,85,"SHOTGUN",6,0.57443434,0.986726115,0.013273885,-0.009449656,0.009449656,1.1765798,1.980209851,"football",22.5599994659424,62.9199981689453,3.51999998092651,1.35000002384186,0.349999994039536,0.039999465942401,23.5000018310547,23.5000358726716,-0.346935651573256,-0.937888934611897,-1.27325384127385,-3.44205239002566
"11",2022091800,2858,33131,"Calais Campbell",16,93,"BAL","left",86.06,22.38,3.71,0.92,0.39,4.60505123138704,4.35669087882825,NA,53435,"Jaylen Waddle","(:26) (Shotgun) T.Tagovailoa pass deep middle to J.Waddle to BLT 42 for 33 yards (J.Armour-Davis; G.Stone).",3,1,10,"MIA","BAL","MIA",25,"0:26","C",21,33,85,"SHOTGUN",6,0.57443434,0.986726115,0.013273885,-0.009449656,0.009449656,1.1765798,1.980209851,"football",22.6800003051758,62.5800018310547,3.63000011444092,2.65000009536743,0.360000014305115,0.3000003051758,23.4799981689453,23.4819146194849,-0.348244852957511,-0.93740360698506,-1.29198840447237,-3.47776738191457
